,timestamp,text,label,filename,clusters,p-15-0,p-15-1,p-16-0,p-16-1,p-17-0
0,1117867754528,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R33-M1-L0-U22-C bit 3,FALSE,R33-M1-L0-U22-C,15,,,,,
1,1117867754532,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R27-M1-L3-U18-C bit 3,FALSE,R27-M1-L3-U18-C,15,,,,,
2,1117869001046,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R33-M1-L0-U22-C bit 3,FALSE,R33-M1-L0-U22-C,15,,,,,
3,1117869001051,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R27-M1-L3-U18-C bit 3,FALSE,R27-M1-L3-U18-C,15,,,,,
4,1117869871560,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/draeger/benchmark/dat32k_060205) failed: No such file or directory,FALSE,R23-M0-N4-I:J18-U11,16,,,,,
5,1117869871594,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/draeger/benchmark/dat32k_060205) failed: No such file or directory,FALSE,R23-M1-N8-I:J18-U01,16,,,,,
6,1117869872398,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to,TRUE,R23-M1-N8-I:J18-U11,8,,,,,
7,1117869913824,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/draeger/benchmark/dat32k_060205) failed: No such file or directory,FALSE,R23-M0-N4-I:J18-U11,16,,,,,
8,1117869913857,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/draeger/benchmark/dat32k_060205) failed: No such file or directory,FALSE,R23-M1-N8-I:J18-U01,16,,,,,
9,1117885510489,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/glosli) failed: No such file or directory,FALSE,R23-M1-N8-I:J18-U01,16,,,,,
10,1117885510771,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/glosli) failed: No such file or directory,FALSE,R23-M0-N4-I:J18-U11,16,,,,,
11,1117885511565,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to,TRUE,R23-M0-N4-I:J18-U01,8,,,,,
12,1117885982491,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 4",FALSE,R16-M1-N2-C:J17-U01,15,,,,,
13,1117885982524,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 3",FALSE,R30-M0-N7-C:J09-U01,15,,,,,
14,1117885982814,"RAS KERNEL INFO CE sym 2, at 0x0b85ea80, mask 0x08",FALSE,R16-M1-N2-C:J17-U01,19,,,,,
15,1117885982848,RAS KERNEL INFO 1 L3 error(s) (dcr 0x0152) detected and corrected,FALSE,R01-M1-N9-C:J15-U11,15,,,,,
16,1117885982872,"RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10",FALSE,R30-M0-N7-C:J09-U01,12,,,,,
17,1117885982916,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R13-M0-NA-C:J14-U01,15,29,,,,
18,1117885982949,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,133,,,,
19,1117885983219,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,FALSE,R16-M1-N2-C:J17-U01,15,,,,,
20,1117885983244,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,FALSE,R30-M0-N7-C:J09-U01,15,,,,,
21,1117886162561,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/glosli) failed: No such file or directory,FALSE,R23-M0-N4-I:J18-U11,16,,,,,
22,1117886162596,RAS APP FATAL ciod: LOGIN chdir(/p/gb2/glosli) failed: No such file or directory,FALSE,R23-M1-N8-I:J18-U01,16,,,,,
23,1117886164302,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to,TRUE,R35-M1-N0-I:J18-U11,8,,,,,
24,1117886630312,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 4",FALSE,R16-M1-N2-C:J17-U01,15,,,,,
25,1117886630354,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 27, bit 6",FALSE,R07-M0-N8-C:J11-U11,15,,,,,
26,1117886630387,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 12, bit 7",FALSE,R35-M0-N0-C:J07-U01,15,,,,,
27,1117886630419,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R13-M0-NA-C:J14-U01,15,32,,,,
28,1117886630699,"RAS KERNEL INFO CE sym 2, at 0x0b85ea80, mask 0x08",FALSE,R16-M1-N2-C:J17-U01,19,,,,,
29,1117886630724,"RAS KERNEL INFO CE sym 27, at 0x0a3bf660, mask 0x02",FALSE,R07-M0-N8-C:J11-U11,12,,,,,
30,1117886630748,"RAS KERNEL INFO CE sym 12, at 0x1682ed20, mask 0x01",FALSE,R35-M0-N0-C:J07-U01,12,,,,,
31,1117886630781,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,153,,,,
32,1117886631064,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,FALSE,R16-M1-N2-C:J17-U01,15,,,,,
33,1117886631089,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,FALSE,R07-M0-N8-C:J11-U11,15,,,,,
34,1117886631113,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,FALSE,R35-M0-N0-C:J07-U01,15,,,,,
35,1117887001252,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R33-M1-L0-U22-C bit 3,FALSE,R33-M1-L0-U22-C,15,,,,,
36,1117887001257,RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R27-M1-L3-U18-C bit 3,FALSE,R27-M1-L3-U18-C,15,,,,,
37,1117890338784,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,95,,,,
38,1117890384735,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,79,,,,
39,1117890625016,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,83,,,,
40,1117890673013,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,83,,,,
41,1117890807194,RAS KERNEL INFO L3 EDRAM error(s) (dcr 0x0157) detected and corrected,FALSE,R26-M0-N0-C:J14-U01,15,81,,,,
42,1117955293245,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J07-U01,3,,,,,
43,1117955293265,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J13-U01,3,,,,,
44,1117955293285,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J09-U01,3,,,,,
45,1117955293305,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J16-U11,3,,,,,
46,1117955293326,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J08-U11,3,,,,,
47,1117955293346,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J14-U11,3,,,,,
48,1117955293411,RAS KERNEL FATAL data TLB error interrupt,TRUE,R20-M0-N2-C:J10-U11,18,,,,,
49,1117955293434,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J06-U11,3,,,,,
50,1117955293454,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J12-U11,3,,,,,
51,1117955293577,RAS KERNEL FATAL data TLB error interrupt,TRUE,R20-M0-N2-C:J14-U01,18,,,,,
52,1117955293598,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J16-U01,3,,,,,
53,1117955293619,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J10-U01,3,,,,,
54,1117955293639,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J12-U01,3,,,,,
55,1117955293660,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J08-U01,3,,,,,
56,1117955293680,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J04-U01,3,,,,,
57,1117955293748,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J06-U01,3,,,,,
58,1117955293768,RAS KERNEL INFO generating,FALSE,R20-M0-N2-C:J04-U11,3,,,,,
